1.277458423716558173e+03,2.169197396963123709e-03,7.086044830079536727e-02,9.269703543022415060e-01,2.282764642082429418e+03
1.304630948056665375e+03,3.995641118779513432e-03,3.232836905194333421e-02,9.636759898292771576e-01,2.379504540501271549e+03
1.290917142857142835e+03,5.357142857142857192e-03,4.821428571428571647e-02,9.464285714285713969e-01,2.662249285714285634e+03
1.099959349593495972e+03,1.626016260162601798e-02,2.113821138211382233e-01,7.723577235772357552e-01,1.229674796747967491e+02
1.127655172413793025e+03,8.620689655172413673e-03,1.896551724137930939e-01,8.017241379310344751e-01,1.367241379310344769e+02
1.137169491525423837e+03,0.000000000000000000e+00,2.033898305084745894e-01,7.966101694915254106e-01,1.089152542372881385e+02
1.045984126984126988e+03,2.380952380952380820e-02,2.619047619047619180e-01,7.142857142857143016e-01,1.132857142857142918e+02
1.091533333333333303e+03,8.333333333333333218e-03,2.416666666666666685e-01,7.500000000000000000e-01,1.198666666666666600e+02
1.012283687943262407e+03,2.127659574468085055e-02,2.907801418439716068e-01,6.879432624113475114e-01,1.418581560283687963e+02
1.089226890756302510e+03,8.403361344537814762e-03,2.605042016806722871e-01,7.310924369747898721e-01,1.060000000000000000e+02
1.085824427480916029e+03,3.053435114503816675e-02,2.137404580152671707e-01,7.557251908396946938e-01,1.211221374045801582e+02
1.068566176470588289e+03,3.676470588235294240e-02,2.132352941176470507e-01,7.500000000000000000e-01,1.300588235294117680e+02
1.008037878787878753e+03,3.787878787878787984e-02,2.954545454545454697e-01,6.666666666666666297e-01,1.071590909090909065e+02
